timestamp,aspex_proton_flux,papa_wind_velocity,mag_bz_field
2026-08-06 15:03:53.408300,45.38,395.32,-3.62
2026-08-06 15:03:53.437296,1e+31,1e+31,8.64
2026-08-06 15:03:53.483805,44.73,468.26,-2.73
2026-08-06 15:03:53.506605,0.08,377.52,7.9
2026-08-06 15:03:53.514351,39.14,443.14,2.96
2026-08-06 15:03:53.539861,0.05,325.73,-7.62
2026-08-06 15:03:53.550038,41.66,439.44,-1.27
2026-08-06 15:03:53.571293,1e+31,1e+31,-6.67
2026-08-06 15:03:53.579294,59.78,465.87,0.45
2026-08-06 15:03:53.599923,1e+31,1e+31,3.08
2026-08-06 15:03:53.609105,55.93,470.42,-6.24
2026-08-06 15:03:53.633994,1e+31,1e+31,1.57
2026-08-06 15:03:53.643419,45.73,410.02,0.55
2026-08-06 15:03:53.668734,0.07,365.81,5.63
2026-08-06 15:03:53.678510,41.51,450.75,1.99
2026-08-06 15:03:53.702780,0.13,326.13,3.08
2026-08-06 15:03:53.711943,1e+31,439.99,5.09
2026-08-06 15:03:53.733431,1e+31,1e+31,1.14
2026-08-06 15:03:53.742222,35.85,434.68,4.03
2026-08-06 15:03:53.764028,1e+31,1e+31,-0.57
2026-08-06 15:03:53.771736,1e+31,420.94,-1.9
2026-08-06 15:03:53.794705,0.08,312.21,9.07
2026-08-06 15:03:53.835278,1e+31,1e+31,3.31
2026-08-06 15:03:53.870368,1e+31,1e+31,-6.49
2026-08-06 15:03:53.900383,3.51,593.05,-0.58
2026-08-06 15:03:53.923618,1e+31,1e+31,-3.37
2026-08-06 15:03:53.946177,1e+31,1e+31,-2.09
2026-08-06 15:03:53.966630,0.14,564.66,-2.01
2026-08-06 15:03:53.973895,48.93,442.92,-0.86
2026-08-06 15:03:53.994022,0.07,385.54,4.01
2026-08-06 15:03:54.001517,53.67,418.42,-9.37
2026-08-06 15:03:54.019055,1e+31,1e+31,-6.93
2026-08-06 15:03:54.026170,49.51,424.03,-0.73
2026-08-06 15:03:54.045054,1e+31,1e+31,-1.38
2026-08-06 15:03:54.052143,40.37,427.46,2.67
2026-08-06 15:03:54.072960,1e+31,1e+31,-1.4
2026-08-06 15:03:54.080319,44.1,443.3,2.57
2026-08-06 15:03:54.100738,0.03,422.87,-4.85
2026-08-06 15:03:54.108532,65.66,439.52,-1.57
2026-08-06 15:03:54.127889,0.11,434.55,12.4
2026-08-06 15:03:54.134894,46.24,449.23,-1.37
2026-08-06 15:03:54.155143,1e+31,1e+31,-6.85
2026-08-06 15:03:54.164995,1e+31,438.35,5.02
2026-08-06 15:03:54.185046,0.57,687.97,-2.06
2026-08-06 15:03:54.189620,53.89,398.62,5.26
2026-08-06 15:03:54.197242,1e+31,1e+31,1.13
2026-08-06 15:03:54.213886,0.03,420.61,3.33
2026-08-06 15:04:53.408300,45.21,445.47,-5.82
2026-08-06 15:04:53.437296,1e+31,1e+31,7.67
2026-08-06 15:04:53.483805,44.51,475.0,-2.63
2026-08-06 15:04:53.506605,0.08,378.64,1.24
2026-08-06 15:04:53.514351,39.14,441.63,3.32
2026-08-06 15:04:53.539861,0.04,331.02,5.96
2026-08-06 15:04:53.550038,42.3,435.09,4.17
2026-08-06 15:04:53.571293,1e+31,1e+31,11.49
2026-08-06 15:04:53.579294,59.38,394.07,-10.32
2026-08-06 15:04:53.599923,1e+31,1e+31,3.36
2026-08-06 15:04:53.609105,55.84,482.86,-5.46
2026-08-06 15:04:53.633994,1e+31,1e+31,-1.78
2026-08-06 15:04:53.643419,45.73,386.71,4.43
2026-08-06 15:04:53.668734,0.07,367.95,-3.33
2026-08-06 15:04:53.678510,41.36,444.02,-10.75
2026-08-06 15:04:53.702780,1e+31,1e+31,-8.74
2026-08-06 15:04:53.711943,1e+31,403.14,-6.42
2026-08-06 15:04:53.733431,1e+31,1e+31,-0.58
2026-08-06 15:04:53.742222,35.85,412.11,-3.41
2026-08-06 15:04:53.764028,1e+31,1e+31,-2.32
2026-08-06 15:04:53.771736,1e+31,437.83,-1.4
2026-08-06 15:04:53.794705,0.07,312.75,-6.41
2026-08-06 15:04:53.835278,1e+31,1e+31,-7.55
2026-08-06 15:04:53.870368,1e+31,1e+31,2.19
2026-08-06 15:04:53.900383,3.25,600.16,1.31
2026-08-06 15:04:53.923618,0.09,887.41,-12.67
2026-08-06 15:04:53.946177,0.24,812.46,-4.06
2026-08-06 15:04:53.966630,0.15,564.23,-9.14
2026-08-06 15:04:53.973895,48.9,397.31,-0.71
2026-08-06 15:04:53.994022,0.07,383.52,-2.17
2026-08-06 15:04:54.001517,53.67,439.21,-5.0
2026-08-06 15:04:54.019055,1e+31,1e+31,-6.74
2026-08-06 15:04:54.026170,49.43,466.88,-0.53
2026-08-06 15:04:54.045054,1e+31,1e+31,-1.99
2026-08-06 15:04:54.052143,40.41,422.4,3.76
2026-08-06 15:04:54.072960,1e+31,1e+31,-1.88
2026-08-06 15:04:54.080319,44.18,439.92,-6.84
2026-08-06 15:04:54.100738,1e+31,1e+31,2.57
2026-08-06 15:04:54.108532,65.71,451.49,8.92
2026-08-06 15:04:54.127889,0.1,435.62,-0.27
2026-08-06 15:04:54.134894,46.25,379.67,-8.16
2026-08-06 15:04:54.155143,1e+31,1e+31,-3.4
2026-08-06 15:04:54.164995,1e+31,398.99,-2.8
2026-08-06 15:04:54.185046,0.52,682.64,-3.34
2026-08-06 15:04:54.189620,53.83,489.02,-0.51
2026-08-06 15:04:54.197242,1e+31,1e+31,-6.57
2026-08-06 15:04:54.213886,0.03,422.49,-0.43
2026-08-06 15:05:53.408300,45.04,419.71,-1.93
2026-08-06 15:05:53.437296,1e+31,1e+31,-1.49
2026-08-06 15:05:53.483805,44.42,435.93,-3.16
2026-08-06 15:05:53.506605,0.07,373.08,-1.39
2026-08-06 15:05:53.514351,39.14,404.65,2.98
2026-08-06 15:05:53.539861,0.04,329.96,-1.41
2026-08-06 15:05:53.550038,42.3,396.55,-3.45
2026-08-06 15:05:53.571293,1e+31,1e+31,-1.41
2026-08-06 15:05:53.579294,59.1,466.36,2.44
2026-08-06 15:05:53.599923,0.02,363.95,2.68
2026-08-06 15:05:53.609105,55.35,419.29,-7.82
2026-08-06 15:05:53.633994,1e+31,1e+31,-4.34
2026-08-06 15:05:53.643419,45.72,441.91,-2.44
2026-08-06 15:05:53.668734,0.07,366.08,-1.69
2026-08-06 15:05:53.678510,41.36,430.5,-4.07
2026-08-06 15:05:53.702780,0.14,323.09,-1.5
2026-08-06 15:05:53.711943,1e+31,376.48,-2.29
2026-08-06 15:05:53.733431,1e+31,1e+31,6.19
2026-08-06 15:05:53.742222,35.84,391.68,14.99
2026-08-06 15:05:53.764028,1e+31,1e+31,-1.72
2026-08-06 15:05:53.771736,1e+31,411.66,-3.28
2026-08-06 15:05:53.794705,0.07,319.78,-0.46
2026-08-06 15:05:53.835278,1e+31,1e+31,0.17
2026-08-06 15:05:53.870368,1e+31,1e+31,-4.33
2026-08-06 15:05:53.900383,4.23,573.56,-0.44
2026-08-06 15:05:53.923618,1e+31,1e+31,2.31
2026-08-06 15:05:53.946177,1e+31,1e+31,3.28
2026-08-06 15:05:53.966630,0.18,564.0,1.47
2026-08-06 15:05:53.973895,48.87,376.77,-2.51
2026-08-06 15:05:53.994022,0.07,385.25,6.9
2026-08-06 15:05:54.001517,53.67,410.92,-0.87
2026-08-06 15:05:54.019055,1e+31,1e+31,6.93
2026-08-06 15:05:54.026170,49.34,390.01,2.85
2026-08-06 15:05:54.045054,1e+31,1e+31,2.36
2026-08-06 15:05:54.052143,40.45,414.42,-0.44
2026-08-06 15:05:54.072960,0.28,451.71,-10.81
2026-08-06 15:05:54.080319,44.27,486.83,-1.57
2026-08-06 15:05:54.100738,0.03,424.17,6.62
2026-08-06 15:05:54.108532,65.75,414.28,0.16
2026-08-06 15:05:54.127889,0.12,419.7,-3.65
2026-08-06 15:05:54.134894,46.25,427.69,1.3
2026-08-06 15:05:54.155143,1e+31,1e+31,-1.92
2026-08-06 15:05:54.164995,1e+31,422.42,-4.13
2026-08-06 15:05:54.185046,0.55,684.51,-6.55
2026-08-06 15:05:54.189620,53.77,416.44,1.43
2026-08-06 15:05:54.197242,1e+31,1e+31,-8.49
2026-08-06 15:05:54.213886,0.03,423.13,5.57
2026-08-06 15:06:53.408300,45.03,438.52,0.49
2026-08-06 15:06:53.437296,1e+31,1e+31,1.14
2026-08-06 15:06:53.483805,44.42,389.98,-2.0
2026-08-06 15:06:53.506605,0.07,374.79,9.07
2026-08-06 15:06:53.514351,39.14,431.79,3.05
2026-08-06 15:06:53.539861,0.05,327.58,2.15
2026-08-06 15:06:53.550038,42.3,491.22,0.9
2026-08-06 15:06:53.571293,1e+31,1e+31,-4.31
2026-08-06 15:06:53.579294,58.26,456.24,-0.08
2026-08-06 15:06:53.599923,0.03,363.37,4.78
2026-08-06 15:06:53.609105,55.09,474.87,0.75
2026-08-06 15:06:53.633994,1e+31,1e+31,4.35
2026-08-06 15:06:53.643419,45.72,419.41,-5.59
2026-08-06 15:06:53.668734,0.06,366.1,2.74
2026-08-06 15:06:53.678510,41.36,455.25,1.09
2026-08-06 15:06:53.702780,1e+31,1e+31,-1.18
2026-08-06 15:06:53.711943,1e+31,405.45,1.65
2026-08-06 15:06:53.733431,1e+31,1e+31,-3.22
2026-08-06 15:06:53.742222,35.84,378.99,-1.57
2026-08-06 15:06:53.764028,1e+31,1e+31,4.1
2026-08-06 15:06:53.771736,1e+31,413.09,-5.14
2026-08-06 15:06:53.794705,0.08,308.04,1.97
2026-08-06 15:06:53.835278,0.06,464.87,3.07
2026-08-06 15:06:53.870368,1e+31,1e+31,-1.47
2026-08-06 15:06:53.900383,1e+31,1e+31,0.38
2026-08-06 15:06:53.923618,1e+31,1e+31,7.64
2026-08-06 15:06:53.946177,1e+31,1e+31,-4.58
2026-08-06 15:06:53.966630,0.2,563.72,-3.22
2026-08-06 15:06:53.973895,48.84,417.52,1.97
2026-08-06 15:06:53.994022,0.07,383.03,2.76
2026-08-06 15:06:54.001517,53.66,414.75,-3.11
2026-08-06 15:06:54.019055,1e+31,1e+31,11.15
2026-08-06 15:06:54.026170,49.25,426.04,5.41
2026-08-06 15:06:54.045054,1e+31,1e+31,-1.25
2026-08-06 15:06:54.052143,40.5,432.01,-5.71
2026-08-06 15:06:54.072960,0.26,451.25,-3.71
2026-08-06 15:06:54.080319,44.35,448.55,-3.56
2026-08-06 15:06:54.100738,0.02,427.44,-3.59
2026-08-06 15:06:54.108532,65.8,421.22,-4.19
2026-08-06 15:06:54.127889,1e+31,1e+31,2.99
2026-08-06 15:06:54.134894,46.25,431.83,-1.59
2026-08-06 15:06:54.155143,1e+31,1e+31,3.69
2026-08-06 15:06:54.164995,1e+31,439.46,-3.32
2026-08-06 15:06:54.185046,0.55,689.85,-0.66
2026-08-06 15:06:54.189620,53.71,406.38,-6.05
2026-08-06 15:06:54.197242,1e+31,1e+31,-3.08
2026-08-06 15:06:54.213886,0.03,419.95,-1.39
2026-08-06 15:07:53.408300,45.03,397.27,-1.5
2026-08-06 15:07:53.437296,1e+31,1e+31,-0.72
2026-08-06 15:07:53.483805,44.51,457.97,-3.78
2026-08-06 15:07:53.506605,0.07,382.9,3.99
2026-08-06 15:07:53.514351,39.24,412.43,5.64
2026-08-06 15:07:53.539861,0.03,329.05,3.86
2026-08-06 15:07:53.550038,42.3,394.42,5.0
2026-08-06 15:07:53.571293,1e+31,1e+31,5.67
2026-08-06 15:07:53.579294,57.62,358.02,3.11
2026-08-06 15:07:53.599923,1e+31,1e+31,3.31
2026-08-06 15:07:53.609105,55.09,458.67,2.61
2026-08-06 15:07:53.633994,1e+31,1e+31,6.41
2026-08-06 15:07:53.643419,45.79,459.02,0.96
2026-08-06 15:07:53.668734,1e+31,1e+31,4.46
2026-08-06 15:07:53.678510,41.38,454.07,6.65
2026-08-06 15:07:53.702780,0.15,321.58,-0.29
2026-08-06 15:07:53.711943,1e+31,412.05,3.08
2026-08-06 15:07:53.733431,1e+31,1e+31,-1.86
2026-08-06 15:07:53.742222,35.85,446.5,-1.6
2026-08-06 15:07:53.764028,1e+31,1e+31,-12.11
2026-08-06 15:07:53.771736,1e+31,453.22,-0.44
2026-08-06 15:07:53.794705,0.07,310.52,3.24
2026-08-06 15:07:53.835278,1e+31,1e+31,3.34
2026-08-06 15:07:53.870368,1e+31,1e+31,-4.54
2026-08-06 15:07:53.900383,2.47,630.66,8.77
2026-08-06 15:07:53.923618,1e+31,1e+31,-0.92
2026-08-06 15:07:53.946177,1e+31,1e+31,-3.77
2026-08-06 15:07:53.966630,0.12,563.12,9.34
2026-08-06 15:07:53.973895,48.82,407.11,8.91
2026-08-06 15:07:53.994022,0.07,384.38,-4.61
2026-08-06 15:07:54.001517,53.66,420.95,1.37
2026-08-06 15:07:54.019055,1e+31,1e+31,1.3
2026-08-06 15:07:54.026170,49.16,450.12,-1.18
2026-08-06 15:07:54.045054,1e+31,1e+31,-2.31
2026-08-06 15:07:54.052143,40.54,445.1,-1.2
2026-08-06 15:07:54.072960,1e+31,1e+31,8.45
2026-08-06 15:07:54.080319,44.44,496.19,-1.93
2026-08-06 15:07:54.100738,0.03,428.65,3.18
2026-08-06 15:07:54.108532,65.85,405.97,3.08
2026-08-06 15:07:54.127889,0.09,435.22,2.2
2026-08-06 15:07:54.134894,46.26,484.54,15.58
2026-08-06 15:07:54.155143,1e+31,1e+31,-6.99
2026-08-06 15:07:54.164995,1e+31,461.28,1.45
2026-08-06 15:07:54.185046,0.62,690.29,-8.25
2026-08-06 15:07:54.189620,53.64,442.68,4.99
2026-08-06 15:07:54.197242,1e+31,1e+31,8.62
2026-08-06 15:07:54.213886,0.03,421.81,4.27
2026-08-06 15:08:53.408300,45.04,431.79,3.79
2026-08-06 15:08:53.437296,1e+31,1e+31,-0.89
2026-08-06 15:08:53.483805,44.51,411.76,5.35
2026-08-06 15:08:53.506605,0.08,377.45,-4.9
2026-08-06 15:08:53.514351,39.27,443.7,2.42
2026-08-06 15:08:53.539861,0.03,336.09,-5.71
2026-08-06 15:08:53.550038,42.3,400.77,0.44
2026-08-06 15:08:53.571293,1e+31,1e+31,-2.47
2026-08-06 15:08:53.579294,57.39,487.52,0.75
2026-08-06 15:08:53.599923,0.03,359.84,2.28
2026-08-06 15:08:53.609105,55.09,391.79,-2.41
2026-08-06 15:08:53.633994,1e+31,1e+31,-5.41
2026-08-06 15:08:53.643419,45.79,392.84,-0.28
2026-08-06 15:08:53.668734,0.06,366.08,-1.93
2026-08-06 15:08:53.678510,41.36,427.42,-0.15
2026-08-06 15:08:53.702780,0.14,322.52,0.37
2026-08-06 15:08:53.711943,1e+31,431.67,-6.21
2026-08-06 15:08:53.733431,1e+31,1e+31,-2.26
2026-08-06 15:08:53.742222,35.87,422.91,-1.48
2026-08-06 15:08:53.764028,1e+31,1e+31,1.14
2026-08-06 15:08:53.771736,1e+31,483.71,-3.7
2026-08-06 15:08:53.794705,0.08,312.72,-6.43
2026-08-06 15:08:53.835278,0.06,466.0,-1.02
2026-08-06 15:08:53.870368,0.08,402.68,2.72
2026-08-06 15:08:53.900383,1e+31,1e+31,0.15
2026-08-06 15:08:53.923618,1e+31,1e+31,-4.44
2026-08-06 15:08:53.946177,0.24,814.95,-1.44
2026-08-06 15:08:53.966630,0.12,564.58,4.51
2026-08-06 15:08:53.973895,48.79,418.74,-13.96
2026-08-06 15:08:53.994022,0.07,381.37,4.03
2026-08-06 15:08:54.001517,53.65,396.12,0.83
2026-08-06 15:08:54.019055,1e+31,1e+31,-0.81
2026-08-06 15:08:54.026170,49.07,466.17,1.68
2026-08-06 15:08:54.045054,1e+31,1e+31,-12.01
2026-08-06 15:08:54.052143,40.58,437.29,-11.48
2026-08-06 15:08:54.072960,0.25,451.02,12.7
2026-08-06 15:08:54.080319,44.52,412.8,-1.93
2026-08-06 15:08:54.100738,0.03,426.18,-1.86
2026-08-06 15:08:54.108532,65.9,459.19,6.84
2026-08-06 15:08:54.127889,0.11,423.02,-1.45
2026-08-06 15:08:54.134894,46.26,407.81,-1.7
2026-08-06 15:08:54.155143,1e+31,1e+31,-1.91
2026-08-06 15:08:54.164995,1e+31,459.1,4.83
2026-08-06 15:08:54.185046,0.62,691.4,-6.12
2026-08-06 15:08:54.189620,53.58,422.5,6.04
2026-08-06 15:08:54.197242,1e+31,1e+31,-3.56
2026-08-06 15:08:54.213886,0.03,419.58,5.8
2026-08-06 15:09:53.408300,45.03,453.08,-9.1
2026-08-06 15:09:53.437296,1e+31,1e+31,5.71
2026-08-06 15:09:53.483805,44.47,384.22,4.01
2026-08-06 15:09:53.506605,0.07,375.91,0.93
2026-08-06 15:09:53.514351,39.27,409.51,-1.08
2026-08-06 15:09:53.539861,0.04,333.78,2.85
2026-08-06 15:09:53.550038,42.21,416.28,-6.07
2026-08-06 15:09:53.571293,1e+31,1e+31,-9.83
2026-08-06 15:09:53.579294,57.12,393.46,-1.78
2026-08-06 15:09:53.599923,0.03,362.78,0.01
2026-08-06 15:09:53.609105,54.55,420.99,0.27
2026-08-06 15:09:53.633994,1e+31,1e+31,-0.98
2026-08-06 15:09:53.643419,45.72,468.36,-1.65
2026-08-06 15:09:53.668734,1e+31,1e+31,-6.41
2026-08-06 15:09:53.678510,41.3,420.97,-9.16
2026-08-06 15:09:53.702780,1e+31,1e+31,-1.93
2026-08-06 15:09:53.711943,1e+31,426.96,2.04
2026-08-06 15:09:53.733431,1e+31,1e+31,10.2
2026-08-06 15:09:53.742222,35.91,480.27,-0.0
2026-08-06 15:09:53.764028,0.07,326.74,6.66
2026-08-06 15:09:53.771736,1e+31,473.4,3.4
2026-08-06 15:09:53.794705,0.09,309.87,1.27
2026-08-06 15:09:53.835278,1e+31,1e+31,0.94
2026-08-06 15:09:53.870368,1e+31,1e+31,1.52
2026-08-06 15:09:53.900383,4.07,572.27,5.77
2026-08-06 15:09:53.923618,1e+31,1e+31,0.69
2026-08-06 15:09:53.946177,1e+31,1e+31,-5.44
2026-08-06 15:09:53.966630,0.13,564.4,2.28
2026-08-06 15:09:53.973895,48.76,416.86,2.88
2026-08-06 15:09:53.994022,0.08,382.0,-0.49
2026-08-06 15:09:54.001517,53.65,440.1,-3.22
2026-08-06 15:09:54.019055,1e+31,1e+31,-6.86
2026-08-06 15:09:54.026170,48.98,454.13,1.66
2026-08-06 15:09:54.045054,1e+31,1e+31,-1.29
2026-08-06 15:09:54.052143,40.63,400.74,6.71
2026-08-06 15:09:54.072960,0.26,450.16,-2.36
2026-08-06 15:09:54.080319,44.61,440.14,9.15
2026-08-06 15:09:54.100738,0.03,429.64,3.09
2026-08-06 15:09:54.108532,65.95,445.65,3.19
2026-08-06 15:09:54.127889,1e+31,1e+31,2.87
2026-08-06 15:09:54.134894,46.26,443.76,4.2
2026-08-06 15:09:54.155143,1e+31,1e+31,-2.26
2026-08-06 15:09:54.164995,1e+31,392.96,0.6
2026-08-06 15:09:54.185046,0.72,696.4,-3.25
2026-08-06 15:09:54.189620,53.51,422.08,-1.49
2026-08-06 15:09:54.197242,1e+31,1e+31,-2.57
2026-08-06 15:09:54.213886,0.03,420.27,2.74
2026-08-06 15:10:53.408300,44.94,409.12,-2.27
2026-08-06 15:10:53.437296,1e+31,1e+31,2.01
2026-08-06 15:10:53.483805,44.42,462.48,-3.18
2026-08-06 15:10:53.506605,0.08,376.93,0.39
2026-08-06 15:10:53.514351,39.35,420.17,0.17
2026-08-06 15:10:53.539861,0.02,335.47,6.59
2026-08-06 15:10:53.550038,41.96,427.03,6.12
2026-08-06 15:10:53.571293,1e+31,1e+31,-6.7
2026-08-06 15:10:53.579294,56.44,415.02,-4.96
2026-08-06 15:10:53.599923,1e+31,1e+31,-0.55
2026-08-06 15:10:53.609105,54.15,429.51,2.39
2026-08-06 15:10:53.633994,1e+31,1e+31,-0.19
2026-08-06 15:10:53.643419,45.64,408.56,2.08
2026-08-06 15:10:53.668734,1e+31,1e+31,2.89
2026-08-06 15:10:53.678510,41.08,399.5,-2.55
2026-08-06 15:10:53.702780,1e+31,1e+31,-4.66
2026-08-06 15:10:53.711943,1e+31,460.01,-5.95
2026-08-06 15:10:53.733431,1e+31,1e+31,-4.15
2026-08-06 15:10:53.742222,35.91,425.8,-7.07
2026-08-06 15:10:53.764028,0.06,324.4,1.4
2026-08-06 15:10:53.771736,1e+31,414.85,-2.32
2026-08-06 15:10:53.794705,0.08,310.12,5.0
2026-08-06 15:10:53.835278,1e+31,1e+31,-3.33
2026-08-06 15:10:53.870368,1e+31,1e+31,-3.33
2026-08-06 15:10:53.900383,2.47,620.28,-3.35
2026-08-06 15:10:53.923618,1e+31,1e+31,1.97
2026-08-06 15:10:53.946177,1e+31,1e+31,-4.59
2026-08-06 15:10:53.966630,0.14,563.08,-1.59
2026-08-06 15:10:53.973895,48.73,379.9,1.17
2026-08-06 15:10:53.994022,0.08,380.38,5.2
2026-08-06 15:10:54.001517,53.65,466.79,0.21
2026-08-06 15:10:54.019055,1e+31,1e+31,2.36
2026-08-06 15:10:54.026170,48.89,448.88,0.79
2026-08-06 15:10:54.045054,1e+31,1e+31,3.37
2026-08-06 15:10:54.052143,40.67,440.72,-1.24
2026-08-06 15:10:54.072960,0.27,450.31,-3.55
2026-08-06 15:10:54.080319,44.69,460.7,-6.22
2026-08-06 15:10:54.100738,0.03,427.47,-4.92
2026-08-06 15:10:54.108532,66.0,420.16,-0.92
2026-08-06 15:10:54.127889,0.13,408.56,1.6
2026-08-06 15:10:54.134894,46.27,384.72,-7.23
2026-08-06 15:10:54.155143,1e+31,1e+31,2.49
2026-08-06 15:10:54.164995,1e+31,457.52,-0.67
2026-08-06 15:10:54.185046,1e+31,1e+31,0.81
2026-08-06 15:10:54.189620,53.45,411.38,-0.61
2026-08-06 15:10:54.197242,1e+31,1e+31,4.66
2026-08-06 15:10:54.213886,0.03,420.92,0.22
2026-08-06 15:11:53.408300,44.92,435.91,1.27
2026-08-06 15:11:53.437296,1e+31,1e+31,-3.41
2026-08-06 15:11:53.483805,44.14,365.82,2.01
2026-08-06 15:11:53.506605,0.07,376.28,1.35
2026-08-06 15:11:53.514351,39.35,404.08,2.99
2026-08-06 15:11:53.539861,1e+31,1e+31,-7.41
2026-08-06 15:11:53.550038,41.96,457.55,-0.67
2026-08-06 15:11:53.571293,1e+31,1e+31,-0.82
2026-08-06 15:11:53.579294,56.44,396.43,-10.68
2026-08-06 15:11:53.599923,1e+31,1e+31,1.13
2026-08-06 15:11:53.609105,53.93,377.5,-1.52
2026-08-06 15:11:53.633994,1e+31,1e+31,6.07
2026-08-06 15:11:53.643419,45.63,448.59,-3.77
2026-08-06 15:11:53.668734,1e+31,1e+31,0.23
2026-08-06 15:11:53.678510,41.08,476.65,-2.13
2026-08-06 15:11:53.702780,1e+31,1e+31,-3.65
2026-08-06 15:11:53.711943,1e+31,431.64,2.29
2026-08-06 15:11:53.733431,1e+31,1e+31,7.32
2026-08-06 15:11:53.742222,36.18,436.92,-9.64
2026-08-06 15:11:53.764028,0.03,326.1,3.45
2026-08-06 15:11:53.771736,1e+31,422.96,-2.77
2026-08-06 15:11:53.794705,0.07,315.86,1.18
2026-08-06 15:11:53.835278,0.06,463.93,11.44
2026-08-06 15:11:53.870368,1e+31,1e+31,-4.72
2026-08-06 15:11:53.900383,3.86,585.85,-0.04
2026-08-06 15:11:53.923618,1e+31,1e+31,4.6
2026-08-06 15:11:53.946177,1e+31,1e+31,-3.8
2026-08-06 15:11:53.966630,0.13,564.65,1.95
2026-08-06 15:11:53.973895,48.7,448.35,-3.55
2026-08-06 15:11:53.994022,0.08,380.35,2.8
2026-08-06 15:11:54.001517,53.64,457.79,-12.85
2026-08-06 15:11:54.019055,1e+31,1e+31,-4.62
2026-08-06 15:11:54.026170,48.8,475.88,-6.94
2026-08-06 15:11:54.045054,1e+31,1e+31,2.23
2026-08-06 15:11:54.052143,40.71,417.49,6.33
2026-08-06 15:11:54.072960,0.23,450.31,3.86
2026-08-06 15:11:54.080319,44.77,430.41,0.05
2026-08-06 15:11:54.100738,0.03,425.92,-2.99
2026-08-06 15:11:54.108532,66.05,455.87,-3.07
2026-08-06 15:11:54.127889,0.09,435.85,5.05
2026-08-06 15:11:54.134894,46.27,413.4,-6.77
2026-08-06 15:11:54.155143,1e+31,1e+31,-10.7
2026-08-06 15:11:54.164995,1e+31,428.92,-1.54
2026-08-06 15:11:54.185046,0.65,720.36,4.76
2026-08-06 15:11:54.189620,53.38,420.12,3.13
2026-08-06 15:11:54.197242,1e+31,1e+31,7.93
2026-08-06 15:11:54.213886,0.04,421.65,7.78
2026-08-06 15:12:53.408300,44.88,457.37,1.23
2026-08-06 15:12:53.437296,1e+31,1e+31,3.06
2026-08-06 15:12:53.483805,43.86,461.52,-5.56
2026-08-06 15:12:53.506605,0.07,374.66,-3.06
2026-08-06 15:12:53.514351,40.07,444.62,6.51
2026-08-06 15:12:53.539861,0.03,330.19,-6.6
2026-08-06 15:12:53.550038,41.96,435.07,-2.64
2026-08-06 15:12:53.571293,1e+31,1e+31,-1.42
2026-08-06 15:12:53.579294,56.44,430.83,-1.45
2026-08-06 15:12:53.599923,0.03,369.94,1.56
2026-08-06 15:12:53.609105,53.55,413.74,0.16
2026-08-06 15:12:53.633994,1e+31,1e+31,1.54
2026-08-06 15:12:53.643419,45.63,441.39,-4.04
2026-08-06 15:12:53.668734,1e+31,1e+31,0.87
2026-08-06 15:12:53.678510,41.08,427.14,3.68
2026-08-06 15:12:53.702780,0.14,321.56,-0.95
2026-08-06 15:12:53.711943,1e+31,433.33,7.93
2026-08-06 15:12:53.733431,1e+31,1e+31,1.84
2026-08-06 15:12:53.742222,37.01,387.89,-1.02
2026-08-06 15:12:53.764028,1e+31,1e+31,5.13
2026-08-06 15:12:53.771736,1e+31,437.92,-0.62
2026-08-06 15:12:53.794705,0.07,312.44,-2.78
2026-08-06 15:12:53.835278,1e+31,1e+31,-2.38
2026-08-06 15:12:53.870368,0.07,401.38,-5.23
2026-08-06 15:12:53.900383,2.17,636.77,4.04
2026-08-06 15:12:53.923618,0.06,914.12,5.34
2026-08-06 15:12:53.946177,1e+31,1e+31,-0.2
2026-08-06 15:12:53.966630,0.12,565.5,5.72
2026-08-06 15:12:53.973895,48.68,444.39,-1.56
2026-08-06 15:12:53.994022,0.07,378.92,0.97
2026-08-06 15:12:54.001517,53.64,414.53,-4.2
2026-08-06 15:12:54.019055,1e+31,1e+31,-1.23
2026-08-06 15:12:54.026170,48.71,445.84,-0.55
2026-08-06 15:12:54.045054,1e+31,1e+31,-4.4
2026-08-06 15:12:54.052143,40.75,463.78,-2.53
2026-08-06 15:12:54.072960,1e+31,1e+31,-5.7
2026-08-06 15:12:54.080319,44.86,425.68,-3.16
2026-08-06 15:12:54.100738,0.03,423.93,-9.28
2026-08-06 15:12:54.108532,66.09,439.29,-4.4
2026-08-06 15:12:54.127889,0.13,419.59,-1.41
2026-08-06 15:12:54.134894,46.27,431.82,-0.17
2026-08-06 15:12:54.155143,1e+31,1e+31,0.05
2026-08-06 15:12:54.164995,1e+31,389.01,7.56
2026-08-06 15:12:54.185046,0.57,686.62,-4.48
2026-08-06 15:12:54.189620,53.32,412.66,0.17
2026-08-06 15:12:54.197242,1e+31,1e+31,3.46
2026-08-06 15:12:54.213886,0.03,419.38,-1.38
2026-08-06 15:13:53.408300,44.88,454.03,3.86
2026-08-06 15:13:53.437296,1e+31,1e+31,7.32
2026-08-06 15:13:53.483805,43.86,441.83,-1.75
2026-08-06 15:13:53.506605,0.08,378.13,6.37
2026-08-06 15:13:53.514351,40.07,442.9,1.79
2026-08-06 15:13:53.539861,0.02,330.01,-5.03
2026-08-06 15:13:53.550038,41.96,422.54,2.82
2026-08-06 15:13:53.571293,1e+31,1e+31,-0.56
